"STATION","NAME","DATE","PRCP","SN53","SNOW","SX53","TMAX","TMIN","TSUN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USC00412121","CROSBYTON, TX US","2008-09-25","0.00",,"0.0",,"83","57",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-09-26","0.00",,"0.0",,"81","56",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-09-27","0.00",,"0.0",,"83","56",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-09-28","0.00",,"0.0",,"84","56",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-09-29","0.00",,"0.0",,"82","55",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-09-30","0.00",,"0.0",,"84","55",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-01","0.00",,"0.0",,"82","55",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-02","0.00",,"0.0",,"83","54",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-03","0.00",,"0.0",,"81","54",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-04","0.00",,"0.0",,"90","54",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-05","0.00",,"0.0",,"85","62",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-06","1.73",,"0.0",,"67","54",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-07","0.00",,"0.0",,"72","52",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-08","0.00",,"0.0",,"75","51",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-09","0.00",,"0.0",,"82","52",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-10","0.00",,"0.0",,"79","52",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-11","0.00",,"0.0",,"86","52",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-12","0.00",,"0.0",,"73","60",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-13","0.57",,"0.0",,"67","60",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-14","0.45",,"0.0",,"68","49",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-15","1.98",,"0.0",,"56","44",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-16","0.02",,"0.0",,"61","45",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-17","0.00",,"0.0",,"66","44",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-18","0.00",,"0.0",,"76","43",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-19","0.00",,"0.0",,"76","48",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-20","0.00",,"0.0",,"79","48",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-21","0.00",,"0.0",,"77","52",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-22","0.00",,"0.0",,"77","50",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-23","0.00",,"0.0",,"56","34",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-24","0.00",,"0.0",,"64","33",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-25","0.00",,"0.0",,"76","32",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-26","0.00",,"0.0",,"76","41",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-27","0.00",,"0.0",,"70","35",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-28","0.00",,"0.0",,"62","34",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-29","0.00",,"0.0",,"74","40",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-30","0.00",,"0.0",,"79","43",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-10-31","0.00",,"0.0",,"82","49",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-01","0.00",,"0.0",,"82","50",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-02","0.00",,"0.0",,"81","49",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-03","0.00",,"0.0",,"80","49",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-04","0.00",,"0.0",,"74","49",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-05","0.00",,"0.0",,"79","54",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-06","0.00",,"0.0",,"78","38",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-07","0.00",,"0.0",,"64","34",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-08","0.00",,"0.0",,"65","33",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-09","0.00",,"0.0",,"70","34",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-10","0.00",,"0.0",,"69","43",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-11","0.00",,"0.0",,"72","40",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-12","0.00",,"0.0",,"70","36",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-13","0.00",,"0.0",,"63","40",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-14","0.00",,"0.0",,"71","42",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-15","0.00",,"0.0",,"60","31",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-16","0.00",,"0.0",,"55","30",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-17","0.00",,"0.0",,"71","32",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-18","0.00",,"0.0",,"77","33",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-19","0.00",,"0.0",,"64","33",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-20","0.00",,"0.0",,"76","40",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-21","0.00",,"0.0",,"49","24",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-22","0.00",,"0.0",,"45","23",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-23","0.00",,"0.0",,"63","30",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-24","0.00",,"0.0",,"70","35",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-25","0.00",,"0.0",,"60","32",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-26","0.00",,"0.0",,"69","32",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-27","0.00",,"0.0",,"69","41",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-28","0.05",,"0.0",,"63","37",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-29","0.00",,"0.0",,"56","37",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-11-30","0.00",,"0.0",,"54","36",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-01","0.00",,"0.0",,"49","37",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-02","0.00",,"0.0",,"56","36",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-03","0.00",,"0.0",,"76","37",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-04","0.00",,"0.0",,"48","22",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-05","0.00",,"0.0",,"39","21",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-06","0.00",,"0.0",,"43","22",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-07","0.00",,"0.0",,"64","28",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-08","0.00",,"0.0",,"68","31",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-09","0.01",,"0.0",,"70","39",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-10","0.00",,"0.0",,"39","18",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-11","0.00",,"0.0",,"48","18",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-12","0.00",,"0.0",,"62","29",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-13","0.00",,"0.0",,"57","33",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-14","0.00",,"0.0",,"65","43",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-15","0.00",,"0.0",,"71","15",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-16","0.00",,"0.0",,"28","14",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-17","0.00",,"0.0",,"43","15",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-18","0.00",,"0.0",,"53","38",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-19","0.00",,"0.0",,"59","37",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-20","0.00",,"0.0",,"60","40",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-21","0.00",,"0.0",,"54","13",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-22","0.00",,"0.0",,"31","13",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-23","0.00",,"0.0",,"38","20",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-24","0.00",,"0.0",,"59","31",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-25","0.00",,"0.0",,"58","27",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-26","0.00",,"0.0",,"69","32",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-27","0.00",,"0.0",,"72","37",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-28","0.00",,"0.0",,"43","23",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-29","0.00",,"0.0",,"56","22",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-30","0.00",,"0.0",,"68","27",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2008-12-31","0.00",,"0.0",,"80","30",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-01","0.00",,"0.0",,"49","29",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-02","0.00",,"0.0",,"73","32",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-03","0.00",,"0.0",,"75","34",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-04","0.00",,"0.0",,"74","22",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-05","0.00",,"0.0",,"39","21",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-06","0.00",,"0.0",,"40","21",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-07","0.00",,"0.0",,"50","25",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-08","0.00",,"0.0",,"65","28",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-09","0.00",,"0.0",,"69","31",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-10","0.00",,"0.0",,"80","29",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-11","0.00",,"0.0",,"48","25",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-12","0.00",,"0.0",,"59","24",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-13","0.00",,"0.0",,"59","19",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-14","0.00",,"0.0",,"52","19",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-15","0.00",,"0.0",,"61","17",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-16","0.00",,"0.0",,"35","16",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-17","0.00",,"0.0",,"53","26",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-18","0.00",,"0.0",,"63","27",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-19","0.00",,"0.0",,"69","30",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-20","0.00",,"0.0",,"71","32",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-21","0.00",,"0.0",,"61","32",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-22","0.00",,"0.0",,"74","33",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-23","0.00",,"0.0",,"81","37",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-24","0.00",,"0.0",,"77","19",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-25","0.00",,"0.0",,"40","19",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-26","0.00",,"0.0",,"67","18",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-27","0.00",,"0.0",,"25","15",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-28","0.06",,"0.2",,"22","12",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-29","0.00",,"0.0",,"57","14",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-30","0.00",,"0.0",,"52","23",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-01-31","0.00",,"0.0",,"64","24",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-01","0.00",,"0.0",,"65","29",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-02","0.00",,"0.0",,"56","19",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-03","0.00",,"0.0",,"57","18",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-04","0.00",,"0.0",,"65","27",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-05","0.00",,"0.0",,"66","27",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-06","0.00",,"0.0",,"72","34",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-07","0.00",,"0.0",,"77","41",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-08","0.00",,"0.0",,"75","43",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-09","0.82",,"0.0",,"65","38",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-10","0.00",,"0.0",,"60","37",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-11","0.00",,"0.0",,"68","38",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-12","0.00",,"0.0",,"62","34",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-13","0.00",,"0.0",,"60","40",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-14","0.00",,"0.0",,"65","24",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-15","0.00",,"0.0",,"44","24",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-16","0.00",,"0.0",,"54","26",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-17","0.00",,"0.0",,"47","29",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-18","0.00",,"0.0",,"76","37",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-19","0.00",,"0.0",,"65","28",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-20","0.00",,"0.0",,"56","28",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-21","0.00",,"0.0",,"69","26",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-22","0.00",,"0.0",,"51","24",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-23","0.00",,"0.0",,"64","24",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-24","0.00",,"0.0",,"82","36",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-25","0.00",,"0.0",,"85","43",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-26","0.00",,"0.0",,"85","43",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-27","0.00",,"0.0",,"84","37",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-02-28","0.00",,"0.0",,"62","28",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-01","0.00",,"0.0",,"54","21",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-02","0.00",,"0.0",,"58","21",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-03","0.00",,"0.0",,"77","36",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-04","0.00",,"0.0",,"85","37",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-05","0.00",,"0.0",,"89","49",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-06","0.00",,"0.0",,"89","50",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-07","0.00",,"0.0",,"83","53",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-08","0.00",,"0.0",,"78","39",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-09","0.00",,"0.0",,"76","39",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-10","0.04",,"0.0",,"81","52",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-11","0.01",,"0.0",,"76","31",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-12","0.00",,"0.0",,"40","27",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-13","0.02",,"0.0",,"40","27",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-14","0.26",,"0.0",,"34","31",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-15","0.00",,"0.0",,"49","32",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-16","0.00",,"0.0",,"72","32",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-17","0.00",,"0.0",,"81","41",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-18","0.00",,"0.0",,"85","45",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-19","0.00",,"0.0",,"87","42",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-20","0.00",,"0.0",,"69","41",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-21","0.00",,"0.0",,"78","47",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-22","0.00",,"0.0",,"80","52",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-23","0.00",,"0.0",,"76","52",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-24","0.00",,"0.0",,"87","42",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-25","0.00",,"0.0",,"71","40",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-26","0.00",,"0.0",,"75","41",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-27","0.00",,"0.0",,"79","41",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-28","0.07",,"0.5",,"42","23",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-29","0.00",,"0.0",,"56","26",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-30","0.00",,"0.0",,"78","29",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-03-31","0.00",,"0.0",,"83","28",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-04-01","0.00",,"0.0",,"70","28",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-04-02","0.00",,"0.0",,"81","36",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-04-03","0.00",,"0.0",,"62","35",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-04-04","0.00",,"0.0",,"84","35",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-04-05","0.00",,"0.0",,"80","31",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-04-06","0.00",,"0.0",,"55","27",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-04-07","0.00",,"0.0",,"59","25",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-04-08","0.00",,"0.0",,"78","28",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-04-09","0.00",,"0.0",,"90","46",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-04-10","0.00",,"0.0",,"77","36",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-04-11","0.00",,"0.0",,"66","36",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-04-12","0.62",,"0.0",,"57","42",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-04-13","0.02",,"0.0",,"65","39",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-04-14","0.00",,"0.0",,"70","39",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-04-15","0.00",,"0.0",,"80","43",,,,,,,,,,,,,,,,,,,,,
"USC00412121","CROSBYTON, TX US","2009-04-16","0.00",,"0.0",,"76","51",,,,,,,,,,,,,,,,,,,,,
